COUNT	LR	STEP	EPOCH	OFFSET	LEAN_COST	VALI_COST	MIN_COST
0	0.090000	33	0	17.0000	0.7302	0.0276	0.0276
0	0.090000	195	5	6.0000	0.7302	0.0276	0.0276
0	0.090000	358	10	27.0000	0.7301	0.0276	0.0276
0	0.090000	520	15	16.0000	0.7301	0.0276	0.0276
0	0.090000	682	20	5.0000	0.7301	0.0276	0.0276
0	0.090000	845	25	26.0000	0.7301	0.0276	0.0276
0	0.090000	1007	30	15.0000	0.7301	0.0276	0.0276
0	0.090000	1169	35	4.0000	0.7301	0.0276	0.0276
0	0.090000	1332	40	25.0000	0.7301	0.0276	0.0276
0	0.090000	1494	45	14.0000	0.7301	0.0276	0.0276
0	0.090000	1656	50	3.0000	0.7301	0.0276	0.0276
0	0.090000	1819	55	24.0000	0.7301	0.0276	0.0276
0	0.090000	1981	60	13.0000	0.7301	0.0276	0.0276
0	0.090000	2143	65	2.0000	0.7301	0.0276	0.0276
0	0.090000	2306	70	23.0000	0.7301	0.0276	0.0276
0	0.090000	2468	75	12.0000	0.7301	0.0276	0.0276
0	0.090000	2630	80	1.0000	0.7301	0.0276	0.0276
0	0.090000	2793	85	22.0000	0.7301	0.0276	0.0276
0	0.090000	2955	90	11.0000	0.7301	0.0276	0.0276
0	0.090000	3117	95	0.0000	0.7301	0.0276	0.0276
0	0.090000	3280	100	21.0000	0.7301	0.0276	0.0276
0	0.090000	3442	105	10.0000	0.7301	0.0276	0.0276
0	0.090000	3605	110	31.0000	0.7301	0.0276	0.0276
0	0.090000	3767	115	20.0000	0.7301	0.0276	0.0276
0	0.090000	3929	120	9.0000	0.7301	0.0276	0.0276
0	0.090000	4092	125	30.0000	0.7301	0.0276	0.0276
0	0.090000	4254	130	19.0000	0.7301	0.0276	0.0276
0	0.090000	4416	135	8.0000	0.7301	0.0276	0.0276
0	0.090000	4579	140	29.0000	0.7301	0.0276	0.0276
0	0.090000	4741	145	18.0000	0.7301	0.0276	0.0276
0	0.090000	4903	150	7.0000	0.7301	0.0276	0.0276
0	0.090000	5066	155	28.0000	0.7301	0.0276	0.0276
0	0.090000	5228	160	17.0000	0.7301	0.0276	0.0276
0	0.090000	5390	165	6.0000	0.7301	0.0276	0.0276
0	0.090000	5553	170	27.0000	0.7301	0.0276	0.0276
0	0.090000	5715	175	16.0000	0.7301	0.0276	0.0276
0	0.090000	5877	180	5.0000	0.7301	0.0276	0.0276
0	0.090000	6040	185	26.0000	0.7301	0.0276	0.0276
0	0.090000	6202	190	15.0000	0.7301	0.0276	0.0276
0	0.090000	6364	195	4.0000	0.7301	0.0276	0.0276
0	0.090000	6527	200	25.0000	0.7301	0.0276	0.0276
0	0.090000	6689	205	14.0000	0.7301	0.0276	0.0276
0	0.090000	6851	210	3.0000	0.7301	0.0276	0.0276
0	0.090000	7014	215	24.0000	0.7301	0.0276	0.0276
0	0.090000	7176	220	13.0000	0.7300	0.0276	0.0276
0	0.090000	7338	225	2.0000	0.7300	0.0276	0.0276
0	0.090000	7501	230	23.0000	0.7300	0.0276	0.0276
0	0.090000	7663	235	12.0000	0.7300	0.0276	0.0276
0	0.090000	7825	240	1.0000	0.7300	0.0276	0.0276
0	0.090000	7988	245	22.0000	0.7300	0.0276	0.0276
0	0.090000	8150	250	11.0000	0.7300	0.0276	0.0276
0	0.090000	8312	255	0.0000	0.7300	0.0276	0.0276
0	0.090000	8475	260	21.0000	0.7300	0.0276	0.0276
0	0.090000	8637	265	10.0000	0.7300	0.0276	0.0276
0	0.090000	8800	270	31.0000	0.7300	0.0276	0.0276
0	0.090000	8962	275	20.0000	0.7300	0.0276	0.0276
0	0.090000	9124	280	9.0000	0.7300	0.0276	0.0276
0	0.090000	9287	285	30.0000	0.7300	0.0276	0.0276
0	0.090000	9449	290	19.0000	0.7300	0.0276	0.0276
0	0.090000	9611	295	8.0000	0.7300	0.0276	0.0276
0	0.090000	9774	300	29.0000	0.7300	0.0276	0.0276
0	0.090000	9936	305	18.0000	0.7300	0.0276	0.0276
